oneplus7pro 6.mp4_1002.jpg,1954.5619,599.82166,-832.8735,1961.6215,578.17645,-810.1079,1965.4415,577.6626,-811.1274,1969.7367,577.597,-810.80695,1947.0399,575.818,-871.9734,1940.3038,573.4991,-873.0756,1933.166,570.8104,-873.821,1957.7642,579.29736,-588.56555,1917.8064,570.1723,-872.3992,1952.8528,616.8286,-727.27435,1940.4536,615.3696,-814.9257,1912.7806,673.64667,-199.67207,1894.9282,672.8547,-865.97614,1969.0778,723.40643,88.4369,1961.2173,786.8956,-907.5295,2071.189,729.90686,25.91652,2028.9891,874.1034,-847.41785,2080.991,724.6754,29.312712,2035.6029,912.2579,-928.8379,2093.5544,716.7989,-55.80673,2026.1146,911.46063,-931.0389,2088.0508,717.8447,-8.740218,2022.4116,883.8411,-848.9621,1877.4124,1002.58923,218.0116,1905.7604,1018.8627,-218.78564,1860.9628,1138.1805,847.5179,1944.9921,1169.945,374.72412,1766.2607,1298.2423,1301.5345,1998.7406,1322.6473,862.2576,1730.3418,1327.0471,1337.6339,1991.9808,1357.1697,905.814,1802.1486,1348.0746,1206.2574,2073.5654,1387.0316,730.1886
oneplus7pro 6.mp4_1003.jpg,1970.952,592.4852,-931.6419,1971.3865,573.3177,-880.1094,1975.5544,573.4935,-881.0248,1979.5757,573.62115,-880.6818,1955.839,571.3997,-949.57996,1948.6519,570.70917,-950.3017,1941.2319,570.1761,-950.709,1969.1609,583.31915,-559.26465,1922.2808,578.0431,-876.82117,1972.3435,613.1535,-797.5483,1957.1738,613.0156,-894.1515,1948.3468,688.9682,-133.80513,1901.1185,701.0666,-867.30994,2046.584,782.2114,152.36542,1834.0916,836.21423,-1121.2452,2159.7158,851.02576,6.3826075,1825.5454,954.5061,-1401.6923,2188.7104,868.89166,-2.018667,1822.2773,984.2904,-1536.7649,2187.946,866.82654,-116.06417,1817.0864,977.72876,-1555.1444,2172.3496,862.59674,-42.854282,1829.1097,972.9701,-1419.7886,1907.9834,995.1796,259.33844,1909.2727,1032.8472,-259.81918,1870.6245,1154.5392,949.8744,1962.1663,1204.5531,186.15268,1764.2295,1309.3054,1523.8333,2012.8198,1369.904,606.41516,1734.2052,1343.8921,1564.6466,1995.4269,1401.1185,636.14136,1838.8744,1365.6892,1397.2577,2098.536,1416.5934,395.29004
oneplus7pro 6.mp4_1004.jpg,1986.9344,604.972,-614.8467,1987.7864,584.98145,-555.0306,1991.085,584.8206,-555.7308,1994.83,584.6295,-555.43445,1973.4657,583.5911,-619.12775,1966.1567,583.00836,-619.7776,1959.4535,582.73004,-620.07996,1984.9653,591.02924,-233.59488,1938.4492,586.5882,-525.23224,1986.2578,624.1537,-485.6543,1970.8296,624.05664,-574.0316,1987.7781,694.66376,115.842415,1887.9103,702.1003,-535.601,2069.116,794.7903,253.65346,1836.8911,841.46045,-710.83386,2172.7192,852.96747,-23.546146,1807.1914,962.14526,-901.256,2200.2336,875.8209,-49.53601,1797.0764,997.78687,-1001.02625,2201.1106,871.6326,-139.55103,1814.091,996.90857,-1024.5247,2188.8909,865.7459,-67.26653,1815.9314,986.28467,-916.14307,1940.7539,990.30774,222.78426,1907.8771,1004.6956,-223.17168,1880.5032,1148.9287,509.4949,1965.2538,1162.2844,-182.48862,1758.8245,1299.5614,843.5441,2007.4713,1370.6528,67.52451,1723.8291,1328.9938,861.47174,1990.9623,1399.0656,81.044556,1830.8704,1368.0513,665.4549,2085.7043,1422.5771,-169.28195
oneplus7pro 6.mp4_1005.jpg,1997.044,592.94324,-780.2587,2000.1453,572.632,-718.471,2005.2439,573.2342,-719.2339,2010.6125,573.9942,-718.8603,1983.508,570.15265,-783.8905,1975.427,569.17017,-784.6324,1967.7147,568.5165,-784.9983,1999.3124,580.9892,-364.31198,1947.2139,572.6542,-665.6407,1998.1538,615.7136,-636.9326,1979.5305,612.8054,-728.2181,1971.592,677.6596,36.32298,1934.1538,690.65643,-667.74054,2045.4712,779.42206,189.16824,1910.4827,852.158,-902.21423,2175.1091,850.6911,-67.544464,1837.4219,953.4371,-1147.5546,2212.868,878.01306,-80.138985,1825.2874,996.1757,-1257.2914,2211.0574,875.84875,-182.33862,1826.9818,991.7544,-1282.0568,2197.657,866.0193,-115.06289,1833.5271,980.357,-1165.6909,1947.892,980.23047,248.5627,1934.1687,1005.97974,-249.10234,1912.8115,1147.3641,587.39526,1968.7905,1162.6539,-264.59845,1772.0665,1288.2352,1015.7087,2003.5194,1363.094,2.7493594,1734.4781,1305.6074,1046.2958,1986.4534,1393.2695,21.375269,1825.9426,1369.0544,895.5768,2079.7031,1421.5333,-213.90402
oneplus7pro 6.mp4_106.jpg,2091.5137,897.307,-515.5909,2106.325,879.25653,-589.405,2109.9185,879.6037,-590.26855,2113.1575,879.7686,-589.92474,2105.8784,878.7786,-506.29422,2109.007,878.8483,-506.9993,2111.982,878.52216,-507.50858,2142.4458,889.7199,-751.6474,2141.778,888.88165,-374.21735,2100.0916,917.4177,-552.46704,2099.2468,916.9766,-447.7999,2158.9539,990.7602,-863.6458,2180.8364,981.73114,-92.21457,2136.6514,1102.7628,-898.8275,2243.6714,1124.024,61.752857,2027.1954,1176.0912,-805.0346,2184.3467,1218.5826,-25.60162,1994.1724,1194.6005,-869.0896,2191.7305,1251.5298,-44.77565,1992.1987,1184.3162,-856.2156,2172.556,1245.6644,-105.573204,1999.4623,1179.8732,-790.239,2174.5706,1234.2195,-58.727905,2180.8208,1269.9524,-227.07596,2179.2778,1266.62,226.91579,2221.5337,1415.77,371.8015,2114.283,1392.4711,751.62134,2321.479,1585.82,722.77484,2043.823,1540.3606,1243.1764,2354.4336,1626.2014,742.3406,2036.3674,1585.1487,1285.7285,2231.7104,1631.1346,507.87518,1968.533,1558.663,1167.4199
oneplus7pro 6.mp4_107.jpg,2112.8596,907.80994,-286.64206,2121.7305,887.21844,-351.3751,2123.9717,886.99835,-352.16843,2126.097,886.6738,-351.8653,2122.3198,886.2045,-279.08322,2124.9397,885.35596,-279.73236,2127.525,884.14343,-280.09595,2149.5515,893.11597,-500.4997,2152.6665,891.19135,-171.82552,2121.2656,926.5954,-321.13107,2121.6335,925.145,-230.43011,2170.826,994.3552,-640.77344,2197.129,966.3712,90.92715,2147.7466,1104.1217,-734.1345,2178.2258,1101.8267,211.28802,2035.1211,1179.3468,-707.3218,2177.8162,1207.29,106.58082,2010.1206,1201.8701,-776.0481,2173.499,1226.7015,91.50481,2003.9745,1188.3497,-761.5218,2151.3948,1225.799,32.2344,2011.1085,1184.4169,-694.6976,2151.4326,1218.1006,73.44399,2187.2505,1273.1202,-208.2107,2174.1675,1264.9805,207.97241,2248.6128,1424.4176,186.50612,2122.831,1396.1691,634.94226,2351.3123,1580.9685,420.91287,2070.8982,1545.2024,1010.8231,2385.357,1611.0878,428.1571,2071.799,1585.0059,1041.3656,2264.8774,1626.2063,192.9762,1990.438,1573.9431,921.4535
oneplus7pro 6.mp4_108.jpg,2117.9536,900.6851,-134.2859,2128.66,885.4765,-189.43948,2131.8792,885.26306,-190.17003,2134.8958,884.95544,-189.96964,2128.4836,885.7476,-109.26021,2131.2288,885.8134,-109.83157,2133.8423,885.5938,-110.119,2160.5657,889.37115,-333.72415,2160.0786,890.66876,30.660217,2128.6829,917.4845,-171.508,2127.5872,918.2358,-70.42942,2180.864,978.0858,-539.60706,2199.9497,962.6341,303.61563,2144.9956,1091.2643,-672.9656,2238.1748,1096.6742,431.36957,2048.1511,1179.0132,-617.3598,2209.6868,1202.7388,300.0913,2031.7255,1204.3538,-683.35425,2208.5242,1228.1449,294.73047,2023.0342,1193.0795,-660.33124,2186.029,1229.8131,231.33652,2034.2651,1186.2391,-600.2895,2184.4736,1220.147,264.53604,2194.7183,1242.4291,-243.32507,2188.2314,1232.8041,243.0937,2231.8752,1394.0005,-96.46527,2148.247,1371.9253,529.24414,2371.7273,1564.6588,84.93494,2094.2664,1550.2961,758.8907,2410.0762,1591.1648,88.13862,2101.9858,1592.0625,772.0928,2297.709,1625.3317,-162.57037,2001.0106,1585.2048,609.49194
oneplus7pro 6.mp4_109.jpg,2126.1443,887.07526,-540.9686,2136.0503,869.6247,-604.46936,2138.555,869.9267,-605.3535,2140.83,870.0264,-605.09894,2135.9011,869.115,-526.8107,2138.04,869.0634,-527.4973,2139.999,868.55035,-527.89185,2168.7605,876.44415,-739.7578,2169.579,875.4978,-384.66815,2134.4546,903.88135,-571.3152,2133.498,903.8976,-472.99463,2195.4038,979.4094,-855.55774,2188.5244,948.03674,-61.186,2160.4937,1103.1647,-862.81366,2191.9656,1089.8693,137.19394,2079.8535,1191.1807,-756.0402,2179.543,1198.4451,54.031708,2056.1592,1215.0842,-823.7957,2177.4373,1220.1743,42.83974,2052.4292,1203.244,-821.4895,2158.6338,1225.3022,-35.864532,2059.162,1199.6074,-746.4783,2158.8728,1216.362,13.48644,2212.8167,1238.5916,-237.20581,2195.925,1218.9359,237.13016,2250.8809,1404.0487,126.06272,2151.1035,1371.2058,638.29553,2387.5505,1563.0186,368.39694,2122.2166,1544.1338,1055.6904,2430.1196,1587.3367,376.89032,2131.9329,1588.2144,1090.3737,2317.1208,1635.9731,128.71584,2025.7539,1594.1823,960.6634
oneplus7pro 6.mp4_138.jpg,2193.0034,903.09174,-387.18338,2204.7139,886.0477,-453.8163,2207.8691,886.3034,-454.47784,2210.642,886.5327,-454.1385,2204.101,884.3482,-376.8827,2206.828,883.5826,-377.54248,2209.4211,882.61896,-377.88403,2236.2058,893.6668,-602.53754,2236.5405,890.7069,-254.60371,2200.9067,922.3926,-421.33826,2200.4023,920.6455,-324.94516,2255.1565,994.9546,-709.546,2303.67,969.7211,27.772308,2202.439,1106.1082,-751.62604,2302.6658,1094.1112,250.50768,2107.668,1175.2618,-664.671,2208.5945,1160.9518,207.65541,2086.8708,1192.6305,-718.1354,2182.7634,1167.0496,202.36363,2086.2046,1182.4133,-713.7836,2171.4048,1172.5435,133.14519,2096.9463,1176.8505,-653.97003,2179.5022,1166.863,172.10782,2264.3918,1247.5818,-208.31688,2285.144,1250.338,208.13605,2310.836,1425.8771,324.72083,2251.539,1382.166,536.8451,2386.7393,1572.6206,618.44525,2147.0505,1535.1133,934.9218,2413.4636,1605.9268,633.50085,2154.91,1570.5609,969.89,2295.9768,1604.5669,445.13815,2082.5298,1543.3517,870.15405
oneplus7pro 6.mp4_139.jpg,2177.4866,904.0236,-329.32773,2189.0405,886.728,-394.66092,2191.8782,886.59656,-395.34763,2194.4683,886.3632,-395.0877,2189.4958,886.5366,-313.74384,2192.3198,886.4126,-314.32422,2194.987,886.1542,-314.58392,2219.649,892.389,-558.8518,2219.7747,892.6462,-189.82394,2187.165,924.58246,-371.55173,2188.0798,924.46204,-268.74588,2243.3777,989.7738,-708.4642,2272.0288,978.10657,108.21472,2197.398,1097.6525,-771.57434,2280.9775,1100.0535,282.84103,2097.848,1171.6805,-640.1557,2210.5417,1167.2357,209.04582,2075.1184,1189.0471,-692.9273,2196.7024,1179.9745,214.6401,2065.7715,1179.1531,-676.4689,2176.1777,1180.2125,147.27162,2078.284,1173.1617,-623.70984,2179.3982,1168.5209,173.79239,2258.9678,1246.0261,-240.03421,2263.4287,1242.0497,239.75577,2279.8994,1401.5806,-124.05637,2199.923,1387.204,521.49243,2389.2654,1571.1423,-157.86314,2127.3213,1550.9885,764.8422,2421.135,1602.3894,-178.07007,2130.5193,1584.7404,781.1903,2303.0493,1622.6165,-442.35294,2045.931,1558.6908,659.8437
